originalTitle,rating,startYear,endYear,runtimeMinutes,awardWins,numVotes,totalImages,totalVideos,totalCredits,criticReviewsTotal,titleType,awardNominationsExcludeWins,canHaveEpisodes,numRegions,userReviewsTotal,is_Documentary,is_History,is_Adventure,is_Thriller,is_Game-Show,is_Comedy,is_Sci-Fi,is_Romance,is_Biography,is_Musical,is_Western,is_Music,is_Film-Noir,is_Adult,is_Reality-TV,is_News,is_Action,is_Crime,is_Short,is_Fantasy,is_Family,is_Mystery,is_Talk-Show,is_Drama,is_Sport,is_War,is_Horror,is_Animation,fill_runtimeMinutes,is_from_Oceania,is_from_North America,is_from_South America,is_from_Asia,is_from_Africa,is_from_Europe,countryOfOrigin,countryOfOrigin_freq_enc,countryOfOrigin_NA,countryOfOrigin_AF,countryOfOrigin_AS,countryOfOrigin_EU,countryOfOrigin_OC,countryOfOrigin_SA,countryOfOrigin_UNK,fill_runtimeMinutes_Bruno,totalNominations,totalMedia,runtimeMinutes_notitletype,outlier_no_type,outlier_w_type
The Country Cousin,7,1936,1936.0,9.0,1.0,1691,5,0,19,2,short,0,False,16,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,9.0,1.0,5,9.0,False,False
Romero,8,1989,1989.0,102.0,0.0,2489,17,2,146,12,movie,2,False,14,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,102.0,0,1,0,0,0,0,"['US', 'MX']",0.4106973896588189,2,0,0,0,0,0,0,102.0,2.0,19,102.0,False,False
The Tragedy of Hamlet,8,2002,2002.0,134.0,0.0,115,1,0,86,1,tvMovie,1,False,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,134.0,0,0,0,1,0,1,"['FR', 'GB', 'JP']",0.1918517281683086,0,0,1,2,0,0,0,134.0,1.0,1,134.0,False,False
Electric Playground,9,1997,,,0.0,142,1,0,195,0,tvSeries,0,True,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31.0,0,1,0,0,0,0,"['CA', 'US']",0.4316246451828351,2,0,0,0,0,0,0,50.0,0.0,1,37.0,False,False
Do konca in naprej,7,1990,1990.0,90.0,0.0,48,1,0,89,0,movie,0,False,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90.0,0,0,0,0,0,1,['XYU'],0.0029498525073746,0,0,0,0,0,0,1,90.0,0.0,1,90.0,False,False
Nothing But Besties,9,2010,2010.0,14.0,0.0,8,1,1,48,0,short,0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,14.0,0.0,2,14.0,False,False
Mi difunto marido me llama por el móvil,9,2004,2004.0,,0.0,6,0,0,30,0,tvEpisode,0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,0,0,1,['ES'],0.0180887182055991,0,0,0,1,0,0,0,30.0,0.0,0,46.0,False,False
"Knock, Knock",9,1987,1987.0,30.0,0.0,151,2,0,112,4,tvEpisode,0,False,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,30.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0,0.0,2,30.0,False,False
Amazing,7,2011,2011.0,,0.0,97,1,0,3,0,movie,0,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,85.0,0.0,1,66.0,False,False
Krejzovi,5,2018,,,0.0,18,2,0,492,0,tvSeries,0,True,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,0,0,0,0,0,1,['CZ'],0.002615906940502,0,0,0,1,0,0,0,35.0,0.0,2,40.0,False,False
A Grande Cidade ou As Aventuras e Desventuras de Luzia e Seus 3 Amigos Chegados de Longe,7,1966,1966.0,80.0,1.0,165,19,0,42,3,movie,0,False,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,80.0,0,0,1,0,0,0,['BR'],0.0098513942227416,0,0,0,0,0,1,0,80.0,1.0,19,80.0,False,False
Who to Kill?,9,2011,2011.0,,0.0,28,1,0,38,0,tvEpisode,0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,43.0,0.0,1,18.0,False,False
The Snowman,7,2009,2009.0,,0.0,39,1,0,11,1,movie,2,False,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,1,0,0,0,0,0,['AU'],0.0175321422608114,0,0,0,0,1,0,0,88.0,2.0,1,50.0,False,False
Tax Day,8,1998,1998.0,76.0,2.0,48,2,0,130,0,movie,0,False,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,76.0,2.0,2,76.0,False,False
John Ermine of Yellowstone,5,1917,1917.0,50.0,0.0,17,4,0,15,0,movie,0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,50.0,0.0,4,50.0,False,True
You Must Be Joking!,6,1965,1965.0,100.0,0.0,397,8,0,110,5,movie,0,False,4,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,100.0,0.0,8,100.0,False,False
La casa de los conejos,7,2020,2020.0,,2.0,46,6,0,41,1,movie,5,False,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90.0,0,0,1,0,0,1,"['AR', 'FR', 'ES']",0.0722992152279178,0,0,0,2,0,1,0,98.0,7.0,6,70.0,False,False
Der Leihmann,4,1995,1995.0,85.0,0.0,20,0,0,70,0,movie,0,False,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,0,0,0,0,0,1,['DE'],0.0279401124283408,0,0,0,1,0,0,0,85.0,0.0,0,85.0,False,False
El asalto,8,1960,1960.0,90.0,0.0,28,4,0,41,0,movie,0,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,90.0,0,0,1,0,0,0,['AR'],0.0082373239828574,0,0,0,0,0,1,0,90.0,0.0,4,90.0,False,False
India in a Day,8,2016,2016.0,86.0,0.0,115,10,0,110,3,movie,0,False,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,86.0,0.0,10,86.0,False,False
Ultra Security House Unit,8,2022,2022.0,25.0,0.0,595,10,0,39,1,tvEpisode,0,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,25.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,25.0,0.0,10,25.0,False,False
You Lied to My Face,9,2017,2017.0,62.0,0.0,493,6,1,309,0,tvEpisode,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,62.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,62.0,0.0,7,62.0,False,False
