originalTitle,rating,startYear,endYear,runtimeMinutes,awardWins,numVotes,totalImages,totalVideos,totalCredits,criticReviewsTotal,titleType,awardNominationsExcludeWins,canHaveEpisodes,isAdult,numRegions,userReviewsTotal,is_Documentary,is_History,is_Adventure,is_Thriller,is_Game-Show,is_Comedy,is_Sci-Fi,is_Romance,is_Biography,is_Musical,is_Western,is_Music,is_Film-Noir,is_Adult,is_Reality-TV,is_News,is_Action,is_Crime,is_Short,is_Fantasy,is_Family,is_Mystery,is_Talk-Show,is_Drama,is_Sport,is_War,is_Horror,is_Animation,fill_runtimeMinutes,is_from_Oceania,is_from_North America,is_from_South America,is_from_Asia,is_from_Africa,is_from_Europe,countryOfOrigin,countryOfOrigin_freq_enc,countryOfOrigin_NA,countryOfOrigin_AF,countryOfOrigin_AS,countryOfOrigin_EU,countryOfOrigin_OC,countryOfOrigin_SA,countryOfOrigin_UNK,fill_runtimeMinutes_Bruno
Emma Svensson und die Liebe,5,2007,2007.0,88.0,0.0,38,1,0,40,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88.0,0,0,0,0,0,1,['DE'],0.0279401124283408,0,0,0,1,0,0,0,88.0
The Felix Baumgartner Story,8,2010,2010.0,49.0,0.0,8,0,0,28,0,tvMovie,0,False,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,0,0,0,0,0,1,['AT'],0.0051761562865252,0,0,0,1,0,0,0,49.0
Marvel Studios: Expanding the Universe,7,2019,2019.0,12.0,0.0,578,2,0,7,0,short,0,False,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,12.0
Wakai kawa no nagare,7,1959,1959.0,127.0,0.0,5,1,0,34,0,movie,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,127.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,127.0
The Strong Man,7,1926,1926.0,75.0,2.0,982,14,0,35,16,movie,0,False,0,17,22,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,75.0
Ushiro kara mae kara,6,1980,1980.0,,0.0,21,1,0,22,0,movie,0,False,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,90.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,85.0
Tom Thumb Meets Thumbelina,7,1996,1996.0,48.0,0.0,217,2,0,11,0,video,0,False,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,48.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,48.0
Cabin Fever/Everybody's a Critic/Hide and Seek,6,2001,2001.0,21.0,0.0,16,0,0,12,0,tvEpisode,0,False,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,21.0
Altan Dublaj,10,2023,2023.0,,0.0,6,3,0,0,0,video,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76.0,0,0,0,1,0,0,['TR'],0.0104079701675293,0,0,1,0,0,0,0,78.0
The Sins of Sonny Walker,8,2002,2002.0,,0.0,12,0,0,106,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,40.0,0,1,0,0,0,0,"['US', 'CA']",0.4316246451828351,2,0,0,0,0,0,0,48.0
Barbie: A Fashion Fairytale,7,2010,2010.0,79.0,0.0,3481,75,0,341,3,video,2,False,0,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,79.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,79.0
Shijô Hatsu no Chô Taiketsu,8,1994,1994.0,,0.0,8,1,0,32,0,tvEpisode,0,False,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,44.0
Pech und Schwefel,7,1997,1997.0,93.0,0.0,9,0,0,38,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93.0,0,0,0,0,0,1,['DE'],0.0279401124283408,0,0,0,1,0,0,0,93.0
Kerry Washington/Eminem,8,2013,2013.0,90.0,0.0,254,1,0,220,3,tvEpisode,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,90.0
Hayat Mucizelere Gebe,5,2015,2016.0,120.0,0.0,156,71,0,214,0,tvSeries,0,True,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,120.0,0,0,0,1,0,0,['TR'],0.0104079701675293,0,0,1,0,0,0,0,120.0
Empepeorando,8,2005,2005.0,,0.0,10,1,0,10,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,0,1,0,0,0,['AR'],0.0082373239828574,0,0,0,0,0,1,0,45.0
Benim De Kalbim Var,8,1968,1968.0,83.0,0.0,88,1,0,29,0,movie,0,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83.0,0,0,0,1,0,0,['TR'],0.0104079701675293,0,0,1,0,0,0,0,83.0
Big Time,7,1989,1989.0,84.0,0.0,60,6,0,61,0,tvMovie,0,False,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,84.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,84.0
Resignation,8,2014,2014.0,8.0,0.0,18,3,0,29,4,short,0,False,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,8.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,8.0
Asian Fucking Nation 5,10,2014,2014.0,160.0,0.0,12,0,0,9,1,video,0,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,160.0
The Pied Piper,7,1972,1972.0,86.0,0.0,938,31,0,83,29,movie,0,False,0,22,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,86.0,0,1,0,0,0,1,"['GB', 'XWG', 'US']",0.5093783046696722,1,0,0,1,0,0,1,86.0
Hair Extension,5,2014,2014.0,70.0,0.0,42,1,0,7,0,movie,0,False,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,70.0
Edith's Problem,9,1972,1972.0,26.0,0.0,402,9,0,38,1,tvEpisode,0,False,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,26.0
Tous les jours dimanche,6,1994,1994.0,,0.0,109,3,0,51,0,movie,0,False,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,0,0,0,0,1,"['IT', 'FR']",0.0694606779095007,0,0,0,2,0,0,0,95.0
FixEight: Jigoku no Hideo Densetsu,7,1992,1992.0,,0.0,11,1,0,1,0,videoGame,0,False,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,
Friends with Benefits,6,2011,2011.0,98.0,0.0,8,0,0,22,3,video,0,False,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,98.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,98.0
Fall of the Maya Kings,7,2022,2022.0,52.0,0.0,23,5,0,25,0,tvSpecial,0,False,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,0,1,0,0,0,0,['CA'],0.034563366171314,1,0,0,0,0,0,0,52.0
Estouffade à la Caraïbe,6,1967,1967.0,100.0,0.0,113,19,0,56,2,movie,0,False,0,21,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,1,"['FR', 'IT']",0.0694606779095007,0,0,0,2,0,0,0,100.0
Gossos,6,2002,2002.0,90.0,0.0,10,0,0,73,0,tvMovie,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90.0,0,0,0,0,0,1,['ES'],0.0180887182055991,0,0,0,1,0,0,0,90.0
For as Long as the Waters Flow,8,1978,1978.0,96.0,0.0,138,1,0,68,0,tvEpisode,0,False,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,96.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,96.0
John Legend,6,2021,2021.0,,0.0,29,0,0,60,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0
Kleofásek,6,1974,1974.0,29.0,0.0,7,0,0,12,0,tvMovie,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,29.0,0,0,0,0,0,1,['CSHH'],0.0041186619914287,0,0,0,0,0,0,1,29.0
Diamonds,9,2005,2005.0,44.0,0.0,42,10,0,169,1,tvEpisode,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,44.0,0,0,0,0,1,0,['ZA'],0.0025045917515444,0,1,0,0,0,0,0,44.0
On Allotments,5,1976,1976.0,33.0,0.0,18,1,0,7,0,short,0,False,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,33.0
Trailer,8,1997,1997.0,1.0,0.0,26,1,0,24,0,short,0,False,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1,['ES'],0.0180887182055991,0,0,0,1,0,0,0,1.0
The Pride of Walnut Grove,8,1976,1976.0,50.0,0.0,331,5,0,45,0,tvEpisode,0,False,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,50.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,50.0
Tankers in Space,8,1960,1960.0,30.0,0.0,49,0,0,36,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0
Expired,7,2007,2007.0,107.0,1.0,1568,2,1,196,18,movie,1,False,0,9,29,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,107.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,107.0
"Playboy: Playmate Profile Video Collection Featuring Miss June 1997, 1994, 1991, 1988",8,1997,1997.0,55.0,0.0,24,0,0,7,0,video,0,False,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,55.0
Bagdad taxi,7,2012,2012.0,52.0,0.0,9,0,0,8,0,tvEpisode,0,False,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,0,0,0,0,0,1,['FR'],0.0459731730394612,0,0,0,1,0,0,0,52.0
A Tight Delight,3,1984,1984.0,68.0,0.0,12,0,0,24,2,movie,0,False,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,68.0
Daana Paani,8,2018,2018.0,105.0,0.0,700,54,1,136,1,movie,1,False,0,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,105.0,0,0,0,1,0,0,['IN'],0.0342850781989202,0,0,1,0,0,0,0,105.0
Between My Breasts 5,7,1987,1987.0,84.0,0.0,11,0,0,9,0,video,0,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,84.0
Built for Mars: The Perseverance Rover,7,2021,2021.0,88.0,0.0,105,2,0,92,0,tvSpecial,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,88.0
Rogue Trader,7,1999,1999.0,101.0,0.0,10828,40,1,180,28,movie,0,False,0,27,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,101.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,101.0
"Hitler, connais pas",7,1963,1963.0,95.0,1.0,196,2,0,12,0,movie,0,False,0,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,0,0,0,0,0,1,['FR'],0.0459731730394612,0,0,0,1,0,0,0,95.0
Un burattino di nome Pinocchio,7,1971,1971.0,90.0,0.0,252,11,0,80,1,movie,0,False,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,90.0,0,1,0,0,0,1,"['IT', 'US']",0.4205487838815606,1,0,0,1,0,0,0,90.0
Fahrt durch die Nacht,7,1968,1968.0,15.0,0.0,5,0,0,1,0,short,0,False,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,['CH'],0.0043969499638225,0,0,0,1,0,0,0,15.0
Perchance to Dream,8,1999,1999.0,,0.0,18,0,0,53,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,40.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0
Greta Garbo: The Mysterious Lady,9,1998,1998.0,60.0,0.0,149,0,0,8,0,tvEpisode,0,False,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,60.0
ClicK,9,2022,2022.0,21.0,0.0,13,7,0,21,0,short,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,21.0,0,0,0,1,0,0,['LK'],0.0001669727834362,0,0,1,0,0,0,0,21.0
I na Tikhom Okeane...,6,1974,1974.0,92.0,0.0,15,2,0,87,0,movie,0,False,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92.0,0,0,0,0,0,1,['SUHH'],0.0132465074859464,0,0,0,0,0,0,1,92.0
Rikyû,8,1989,1989.0,135.0,11.0,851,5,0,56,10,movie,9,False,0,6,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,135.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,135.0
Reksio obronca,4,1970,1970.0,,0.0,16,9,0,0,0,tvEpisode,0,False,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.0,0,0,0,0,0,1,['PL'],0.0067345689319307,0,0,0,1,0,0,0,44.0
La confession,7,2016,2016.0,116.0,0.0,911,9,0,152,12,movie,1,False,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,116.0,0,0,0,0,0,1,"['FR', 'BE']",0.0522624812155618,0,0,0,2,0,0,0,116.0
Slinging Mud,8,1999,1999.0,50.0,0.0,34,7,0,63,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,50.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,50.0
The Writer with No Hands: Final Cut,7,2017,2017.0,,6.0,37,1,0,11,3,movie,1,False,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,90.0
Catchment Area,8,2021,2021.0,,0.0,104,11,0,108,0,tvEpisode,0,False,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,41.0
Viva la muerte! Autopsie du nouveau cinéma fantastique espagnol,7,2009,2009.0,56.0,0.0,21,0,0,5,0,movie,0,False,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,0,0,0,0,0,1,['FR'],0.0459731730394612,0,0,0,1,0,0,0,56.0
Hold Back the Dawn,8,1941,1941.0,116.0,1.0,2863,44,0,115,31,movie,7,False,0,27,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,116.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,116.0
'Sankari kuin sankari',5,1948,1948.0,86.0,0.0,28,1,0,40,0,movie,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,0,0,0,0,0,1,['FI'],0.0075137752546334,0,0,0,1,0,0,0,86.0
Crossroads,8,2019,2019.0,41.0,0.0,458,1,0,203,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,41.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,41.0
Playing with Fire,9,1999,1999.0,50.0,0.0,19,9,0,129,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50.0,1,0,0,0,0,0,['AU'],0.0175321422608114,0,0,0,0,1,0,0,50.0
La punta del iceberg,6,2016,2016.0,91.0,0.0,948,8,1,81,7,movie,1,False,0,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0,0,0,0,0,0,1,['ES'],0.0180887182055991,0,0,0,1,0,0,0,91.0
Scoring 'Looper',7,2013,2013.0,16.0,0.0,8,0,0,8,0,video,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,16.0
The Captain and His Pirate,7,2013,2013.0,79.0,9.0,42,19,1,17,2,movie,2,False,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79.0,0,0,0,0,0,1,"['DE', 'BE']",0.0342294206044414,0,0,0,2,0,0,0,79.0
Bloedtranen,9,2023,2023.0,27.0,1.0,6,3,0,29,0,short,1,False,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,27.0,0,0,0,0,0,1,['NL'],0.0094061334669115,0,0,0,1,0,0,0,27.0
Knight of the Phoenix: Part 2,8,1982,1982.0,,0.0,552,14,0,40,2,tvEpisode,0,False,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,40.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,44.0
1972 World Series,8,1972,,,0.0,22,1,0,61,0,tvMiniSeries,0,True,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,180.0
Grey Knight,5,1993,1993.0,82.0,0.0,835,68,1,91,8,movie,0,False,0,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,82.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,82.0
Rosa del Caribe,6,1946,1946.0,91.0,0.0,38,1,0,37,0,movie,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91.0,0,1,0,0,0,0,['MX'],0.0136361106472978,1,0,0,0,0,0,0,91.0
Survival on Charter #220,7,1978,1978.0,60.0,0.0,197,2,0,71,0,tvEpisode,0,False,0,1,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,60.0
Bullet,7,1976,1976.0,156.0,0.0,104,14,0,125,1,movie,0,False,0,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,156.0,0,0,0,1,0,0,['IN'],0.0342850781989202,0,0,1,0,0,0,0,156.0
Draggle Rock,8,2013,2013.0,22.0,0.0,42,1,0,34,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,22.0
Tomorrow's Hope,9,2015,2015.0,,0.0,56,4,0,15,0,tvSeries,0,True,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31.0,0,0,0,1,0,0,['AE'],0.0003896031613513,0,0,1,0,0,0,0,30.0
Mask of Death,2,2012,2012.0,20.0,0.0,26,1,0,10,0,short,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,20.0,0,0,0,0,0,1,['RU'],0.0079590360104636,0,0,0,1,0,0,0,20.0
Blacula,6,1972,1972.0,93.0,1.0,8053,56,3,73,94,movie,0,False,0,28,136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,93.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,93.0
Sirtimdan Vuruldum,6,1997,1997.0,,0.0,11,0,0,15,0,tvSeries,0,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31.0,0,0,0,1,0,0,['TR'],0.0104079701675293,0,0,1,0,0,0,0,30.0
Un suave olor a canela,7,2012,2012.0,94.0,0.0,18,1,1,44,1,movie,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,94.0,0,0,0,0,0,1,['ES'],0.0180887182055991,0,0,0,1,0,0,0,94.0
Et slot i et slot: Krogen og Kronborg,6,1954,1954.0,9.0,0.0,416,1,0,7,0,short,0,False,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,0,0,0,0,0,1,['DK'],0.0067345689319307,0,0,0,1,0,0,0,9.0
The Box: Part 2,9,2002,2002.0,45.0,0.0,676,4,0,144,2,tvEpisode,0,False,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,45.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,45.0
The Big Broadcast of 1936,6,1935,1935.0,,0.0,359,76,0,189,4,movie,1,False,0,12,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,96.0
Y2K,5,1999,1999.0,,0.0,616,10,0,95,6,movie,0,False,0,11,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,90.0,0,1,0,0,0,0,['CA'],0.034563366171314,1,0,0,0,0,0,0,100.0
Amend.org,10,2006,2006.0,3.0,0.0,115,1,0,13,0,tvShort,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,3.0
Syria Inside,7,2013,2013.0,120.0,0.0,7,0,0,48,0,movie,0,False,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120.0,0,0,0,1,0,1,"['SY', 'DE']",0.0281627428062559,0,0,1,1,0,0,0,120.0
In Old California,7,1929,1929.0,60.0,0.0,16,1,0,21,0,movie,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,60.0
